quant_error,loss,epoch,step
0.7569013237953186,3246.064453125,0,49
0.7292659878730774,3511.443359375,0,99
0.755442202091217,3457.52734375,0,149
0.7438027262687683,2811.658203125,0,199
0.7224506735801697,3180.613525390625,0,249
0.7712576389312744,3845.67431640625,0,299
0.769395112991333,2575.421142578125,0,349
0.7362912893295288,3252.20703125,0,399
0.7846972346305847,2875.63037109375,0,449
0.7309633493423462,2469.5419921875,0,499
0.783412516117096,3802.89404296875,0,549
0.7859930992126465,3111.38671875,0,599
0.8248485922813416,3640.218017578125,0,649
0.7525774836540222,3226.5537109375,0,699
0.7769638299942017,3082.2900390625,0,749
0.7322956919670105,2686.35986328125,0,799
0.7365752458572388,3810.16845703125,0,849
0.6848822832107544,2492.931884765625,0,899
0.741367757320404,3020.699951171875,0,949
0.6676336526870728,2146.958984375,0,999
0.6563549041748047,4014.1142578125,0,1049
0.5227328538894653,4261.2626953125,0,1099
0.4190671443939209,3683.175048828125,0,1149
0.4183139204978943,2718.14501953125,0,1199
0.3831206262111664,3049.975830078125,0,1249
0.40816399455070496,2111.835693359375,0,1299
0.41874992847442627,2324.450439453125,0,1349
0.40406566858291626,3334.822509765625,0,1399
0.4229426085948944,3733.5029296875,1,1449
0.4625691771507263,3223.9970703125,1,1499
0.44669267535209656,2926.275390625,1,1549
0.4552171230316162,2872.123046875,1,1599
0.4416733980178833,4204.2880859375,1,1649
0.5095006823539734,3076.96728515625,1,1699
0.5026179552078247,2995.1298828125,1,1749
0.45527034997940063,3872.791748046875,1,1799
0.763657808303833,3536.90966796875,1,1849
0.3002412021160126,3628.2978515625,1,1899
0.3118399977684021,2725.59521484375,1,1949
0.29984113574028015,3795.57373046875,1,1999
0.29947802424430847,3385.844482421875,1,2049
0.38977915048599243,2764.677978515625,1,2099
0.3089568018913269,3747.729736328125,1,2149
0.3113318085670471,2678.25927734375,1,2199
0.2978532314300537,3448.73095703125,1,2249
0.3043261766433716,3407.846435546875,1,2299
0.3180873692035675,2732.12841796875,1,2349
0.3207564055919647,2547.99609375,1,2399
0.292140930891037,3619.72705078125,1,2449
0.3535650968551636,3520.73291015625,1,2499
0.3138055205345154,3137.937744140625,1,2549
0.41460302472114563,3515.83642578125,1,2599
0.2992086708545685,3039.66943359375,1,2649
0.3116612732410431,2802.78466796875,1,2699
0.43190866708755493,3932.8857421875,1,2749
0.46101677417755127,3091.00439453125,1,2799
0.32008445262908936,3579.287353515625,1,2849
0.26535794138908386,4050.91552734375,2,2899
0.32008811831474304,2844.16650390625,2,2949
0.40155744552612305,4041.55810546875,2,2999
0.285305917263031,3227.602294921875,2,3049
0.2895071506500244,3291.12255859375,2,3099
0.2685776948928833,3012.6357421875,2,3149
0.28998270630836487,2785.666015625,2,3199
0.41572603583335876,3484.037841796875,2,3249
0.27802109718322754,3000.179443359375,2,3299
0.6307222247123718,3839.12255859375,2,3349
0.26348888874053955,2509.037353515625,2,3399
0.7644729018211365,2604.6162109375,2,3449
0.3833262026309967,3116.72021484375,2,3499
0.44804897904396057,3671.750732421875,2,3549
0.20332980155944824,4061.23974609375,2,3599
0.21444454789161682,3129.81982421875,2,3649
0.39593032002449036,2650.45458984375,2,3699
0.1467229276895523,3140.66748046875,2,3749
0.12196004390716553,2717.549072265625,2,3799
0.12561862170696259,2920.35791015625,2,3849
0.1269093006849289,3288.76513671875,2,3899
0.12274827063083649,4058.18359375,2,3949
0.134905144572258,3195.23828125,2,3999
0.16496074199676514,2432.603515625,2,4049
0.12768302857875824,2566.689697265625,2,4099
0.21193884313106537,2741.38037109375,2,4149
0.12976735830307007,3455.16259765625,2,4199
0.1313428282737732,3639.679931640625,2,4249
0.11688500642776489,3518.828369140625,2,4299
0.12150727212429047,3510.089111328125,3,4349
0.12879517674446106,2860.005615234375,3,4399
0.11664308607578278,2603.20556640625,3,4449
0.2253040075302124,3734.42431640625,3,4499
0.12631551921367645,3732.017333984375,3,4549
0.13041412830352783,4001.8251953125,3,4599
0.11304379254579544,2543.7001953125,3,4649
0.20013514161109924,3757.81494140625,3,4699
0.10710841417312622,3505.544677734375,3,4749
0.10608532279729843,2579.32177734375,3,4799
0.1964743435382843,3234.77685546875,3,4849
0.11704197525978088,3868.69189453125,3,4899
0.08132103830575943,3175.36474609375,3,4949
0.11060522496700287,3225.76025390625,3,4999
0.09663400799036026,4017.8271484375,3,5049
0.08821198344230652,3380.678466796875,3,5099
0.13636977970600128,2731.52783203125,3,5149
0.059180427342653275,3616.04052734375,3,5199
0.10181774199008942,4589.9970703125,3,5249
0.09560353308916092,3607.824462890625,3,5299
0.04542183503508568,2664.02587890625,3,5349
0.027869028970599174,3102.60498046875,3,5399
0.04407490789890289,3920.78076171875,3,5449
0.040500592440366745,3875.1376953125,3,5499
0.023805879056453705,3849.26416015625,3,5549
0.025346610695123672,3628.361328125,3,5599
0.03303854539990425,3583.31103515625,3,5649
0.026261460036039352,2744.20751953125,3,5699
0.12295259535312653,2390.1552734375,4,5749
0.03153301775455475,2682.83447265625,4,5799
0.07139325141906738,3739.2275390625,4,5849
0.045273855328559875,3710.904296875,4,5899
0.09893602877855301,3927.6796875,4,5949
0.03517105057835579,3033.67626953125,4,5999
0.03352389112114906,3893.098876953125,4,6049
0.0331900455057621,3420.661865234375,4,6099
0.03417610377073288,2871.5458984375,4,6149
0.14429274201393127,3030.368408203125,4,6199
0.024036487564444542,3380.11865234375,4,6249
0.02558814361691475,2661.155517578125,4,6299
0.027107972651720047,3632.78369140625,4,6349
0.028628036379814148,3775.60888671875,4,6399
0.02489890716969967,3300.26171875,4,6449
0.02314714528620243,3506.55517578125,4,6499
0.023037176579236984,3190.6884765625,4,6549
0.02344381809234619,2782.1474609375,4,6599
0.026822058483958244,3904.00732421875,4,6649
0.022636132314801216,2351.61083984375,4,6699
0.022600485011935234,3289.05126953125,4,6749
0.023821331560611725,3755.802734375,4,6799
0.023298880085349083,3143.890869140625,4,6849
0.023035995662212372,2964.6240234375,4,6899
0.0206954013556242,3141.36474609375,4,6949
0.021161116659641266,3449.111328125,4,6999
